tipo,codigo,tipoPergunta,obrigatoria,outro,descricao,bloco,pergunta,,,
A,13,,,,Ferrari,,100,,,
A,14,,,,Ibiza,,100,,,
A,15,,,,Maldaner,,100,,,
A,16,,,,Mega Auto Peças,,100,,,
A,17,,,,Pitstop,,100,,,
A,18,,,,São Jorge,,100,,,
A,19,,,,Scherer,,100,,,
A,20,,,,SP Peças,,100,,,
A,21,,,,Vanzela,,100,,,
P,101,alternativa,true ,true ,Revenda de Celular,B,,,,
A,1,,,,Claro,,101,,,
A,2,,,,Faxtemaq,,101,,,
A,3,,,,Magazine Luiza,,101,,,
A,4,,,,Mythus,,101,,,
A,5,,,,Oi,,101,,,
A,6,,,,Pernambucas,,101,,,
A,7,,,,Romera,,101,,,
A,8,,,,Tim,,101,,,
A,9,,,,Vivo,,101,,,
P,102,alternativa,true ,true ,Revenda de Motos (Novas e Usadas),B,,,,
A,1,,,,Agil Motos,,102,,,
A,2,,,,Anamotos,,102,,,
A,3,,,,Aventura Motos,,102,,,
A,4,,,,Brasil Car,,102,,,
A,5,,,,Honda,,102,,,
A,6,,,,Ibiza,,102,,,
A,7,,,,JJ Veiculos,,102,,,
A,8,,,,Sodder,,102,,,
A,9,,,,Status,,102,,,
A,10,,,,Tropical,,102,,,
A,11,,,,Yamaha,,102,,,
P,103,alternativa,true ,true ,Revenda de Pneus,B,,,,
A,1,,,,Bolinha,,103,,,
A,2,,,,Campneus,,103,,,
A,3,,,,Dpascoal,,103,,,
A,4,,,,FM Pneus,,103,,,
A,5,,,,Idisa,,103,,,
A,6,,,,Joaçaba,,103,,,
A,7,,,,Kakarekos,,103,,,
A,8,,,,Paludo Pneus,,103,,,
A,9,,,,Pneucav,,103,,,
A,10,,,,Pneus Silva,,103,,,
A,11,,,,Polaquinho,,103,,,
A,12,,,,ZM pneus,,103,,,
P,104,alternativa,true ,true ,Revista Local ou Regional,B,,,,
A,1,,,,ACIT,,104,,,
A,2,,,,Cristo Rei,,104,,,
A,3,,,,Friends,,104,,,
A,4,,,,Maximus Noivas,,104,,,
A,5,,,,UP,,104,,,
A,6,,,,Versões,,104,,,
P,105,alternativa,true ,true ,Salão de Festas e Eventos,B,,,,
A,1,,,,Buffet Du Cheff Produção de Eventos,,105,,,
A,2,,,,Filezão Restaurante e Eventos,,105,,,
A,3,,,,Green Hall Eventos,,105,,,
A,4,,,,Madaly Eventos,,105,,,
A,5,,,,Mafalda Eventos,,105,,,
A,6,,,,Olinda Hotel e Eventos,,105,,,
A,7,,,,Recanto Verde,,105,,,
A,8,,,,Toledão,,105,,,
A,9,,,,Yara Eventos,,105,,,
P,106,alternativa,true ,true ,Saúde e Segurança no Trabalho (Treinamentos/ Laudos Técnicos),B,,,,
A,1,,,,Ambientalseg,,106,,,
A,2,,,,Ativa,,106,,,
A,3,,,,Clinicalmed,,106,,,
A,4,,,,Consiliarii,,106,,,
A,5,,,,Genusclin,,106,,,
A,6,,,,Kolben,,106,,,
A,7,,,,Pro-Empresas,,106,,,
A,8,,,,Rhumo,,106,,,
A,9,,,,T-Protege,,106,,,
A,10,,,,Treinaset,,106,,,
A,11,,,,Unimed,,106,,,
P,107,alternativa,true ,true ,Segurança e Vigilância,B,,,,
A,1,,,,Atlanta,,107,,,
A,2,,,,Desta,,107,,,
A,3,,,,Inviolável,,107,,,
A,4,,,,TG,,107,,,
A,5,,,,Tigre,,107,,,
P,108,alternativa,true ,true ,Serviços de Climatização e Ar-condicionado,B,,,,
A,1,,,,Angtec,,108,,,
A,2,,,,Artec,,108,,,
A,3,,,,Clima Bem ,,108,,,
A,4,,,,Eletriar,,108,,,
A,5,,,,Eletroar,,108,,,
A,6,,,,Fique Frio,,108,,,
A,7,,,,Flaviomar,,108,,,
A,8,,,,Geletric,,108,,,
A,9,,,,Goldfrio,,108,,,
A,10,,,,Oeste Clima,,108,,,
A,11,,,,Otto,,108,,,
A,12,,,,Panorama,,108,,,
A,13,,,,Refrioeste,,108,,,
A,14,,,,Resfriar,,108,,,
A,15,,,,Tecnofrio,,108,,,
A,16,,,,Tolear,,108,,,
A,17,,,,Toledo Climatização,,108,,,
A,18,,,,Tolefrio,,108,,,
P,109,alternativa,true ,true ,Sorveteria,B,,,,
A,1,,,,D´Italia,,109,,,
A,2,,,,DKilo,,109,,,
A,3,,,,DLight,,109,,,
A,4,,,,Eskimo,,109,,,
A,5,,,,Esquinão,,109,,,
A,6,,,,Gebom,,109,,,
A,7,,,,Italiano,,109,,,
A,8,,,,Kokil,,109,,,
A,9,,,,Miuzi Ki,,109,,,
A,10,,,,Mundo do Sorvete,,109,,,
A,11,,,,Nevasca,,109,,,
A,12,,,,Nobile,,109,,,
A,13,,,,Perola,,109,,,
A,14,,,,Refriluz,,109,,,
A,15,,,,Tropical,,109,,,
A,16,,,,Tytu's,,109,,,
P,110,alternativa,true ,true ,Supermercado,B,,,,
A,1,,,,4 irmãos,,110,,,
A,2,,,,Allmayer,,110,,,
A,3,,,,Big Supermercados,,110,,,
A,4,,,,Cidade Canção,,110,,,
A,5,,,,Dinanda,,110,,,
A,6,,,,Estrela,,110,,,
A,7,,,,Hebrom,,110,,,
A,8,,,,Lunitti,,110,,,
A,9,,,,Mazzi,,110,,,
A,10,,,,Muffato,,110,,,
A,11,,,,Nosso,,110,,,
A,12,,,,Pancera,,110,,,
A,13,,,,Primato,,110,,,
A,14,,,,Raimundi,,110,,,
A,15,,,,São Luiz,,110,,,
A,16,,,,Schorr,,110,,,
A,17,,,,Stop,,110,,,
A,18,,,,Trento,,110,,,
P,111,alternativa,true ,true ,Toldos e Coberturas,B,,,,
A,1,,,,Cia dos Toldos,,111,,,
A,2,,,,Indusfados Toldos,,111,,,
A,3,,,,Printex Toldos,,111,,,
A,4,,,,Toldos Toledo,,111,,,
P,112,alternativa,true ,true ,Transporte de Cargas,B,,,,
A,1,,,,Azul e Branco,,112,,,
A,2,,,,Bauer Cargas,,112,,,
A,3,,,,Bechi,,112,,,
A,4,,,,Bombonatto,,112,,,
A,5,,,,Cotroledo,,112,,,
A,6,,,,D Agostini,,112,,,
A,7,,,,Eucatur,,112,,,
A,8,,,,Jad Log,,112,,,
A,9,,,,Luzza,,112,,,
A,10,,,,Princesas dos Campos,,112,,,
A,11,,,,Rodonaves,,112,,,
A,12,,,,São Miguel,,112,,,
A,13,,,,Sobratol,,112,,,
A,14,,,,Trans Face,,112,,,
A,15,,,,TWR,,112,,,
A,16,,,,Unesul,,112,,,
P,113,alternativa,true ,true ,Transporte de Mudanças,B,,,,
A,1,,,,Correia transportes mudanças e fretes,,113,,,
A,2,,,,Felipe mudanças e fretes,,113,,,
A,3,,,,Japa mudanças,,113,,,
A,4,,,,MB mudanças,,113,,,
A,5,,,,Olegário mudanças,,113,,,
A,6,,,,Paraná mudanças,,113,,,
A,7,,,,Solitário mudanças,,113,,,
P,114,alternativa,true ,true ,Transporte escolar,B,,,,
A,1,,,,Gugalex,,114,,,
A,2,,,,JGA,,114,,,
A,3,,,,Parito,,114,,,
A,4,,,,Piquiriguaçu,,114,,,
A,5,,,,Transgiro,,114,,,
A,6,,,,Transtol,,114,,,
A,7,,,,Unitur,,114,,,
A,8,,,,Zakatur,,114,,,
P,115,alternativa,true ,true ,Uniformes Profissionais,B,,,,
A,1,,,,Calany,,115,,,
A,2,,,,Confexforte,,115,,,
A,3,,,,Delírio Brumapu,,115,,,
A,4,,,,Fornari,,115,,,
A,5,,,,Luna Confecções,,115,,,
A,6,,,,Lys Confecções,,115,,,
A,7,,,,Rhudyamara Confecções,,115,,,
A,8,,,,Stilo Lince,,115,,,
A,9,,,,Unibachi Uniformes,,115,,,
A,10,,,,Wandek,,115,,,
A,11,,,,WP Uniformes,,115,,,
P,116,alternativa,true ,true ,Vidraçaria,B,,,,
A,1,,,,Aludex,,116,,,
A,2,,,,Alutol,,116,,,
A,3,,,,Avenida,,116,,,
A,4,,,,Baiano,,116,,,
A,5,,,,Barrão,,116,,,
A,6,,,,Camp Vidros,,116,,,
A,7,,,,Casa dos Vidros,,116,,,
A,8,,,,Central Vidraçaria,,116,,,
A,9,,,,Cristal Box,,116,,,
A,10,,,,DL,,116,,,
A,11,,,,Estrela,,116,,,
A,12,,,,Jardim,,116,,,
A,13,,,,Kelly,,116,,,
A,14,,,,Medina,,116,,,
A,15,,,,Metal Glass,,116,,,
A,16,,,,Panorama,,116,,,
A,17,,,,Parigot,,116,,,
A,18,,,,Santinelli,,116,,,
A,19,,,,São Francisco,,116,,,
A,20,,,,Schio,,116,,,
A,21,,,,Tolebox,,116,,,
A,22,,,,Vidrobox,,116,,,
